workload summary | sessions=25 steps=125 max_prompt_len=86239 max_prefix_len=67190 max_input_len=28766 max_output_len=6381 total_output_len=78138 max_arrival_time_ms=0.000 total_tool_wait_after_ms=1492867.000
sessions 0/25 | steps 2/125 completed=2 submitted=3 active=1 failed=0 | elapsed=16.5s
sessions 0/25 | steps 2/125 completed=2 submitted=4 active=2 failed=0 | elapsed=17.0s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=17.5s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=18.0s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=18.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=19.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=19.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=20.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=20.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=21.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=21.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=22.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=22.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=23.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=23.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=24.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=24.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=25.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=25.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=26.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=26.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=27.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=27.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=28.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=28.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=29.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=29.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=30.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=30.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=31.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=31.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=32.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=32.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=33.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=33.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=34.1s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=34.6s
sessions 0/25 | steps 2/125 completed=2 submitted=5 active=3 failed=0 | elapsed=35.1s
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000001 planned=0.7368 actual=0.7368 delta=+0.0000 server_cached_prompt_tokens=10920 server_prompt_tokens=14821
sessions 0/25 | steps 3/125 completed=3 submitted=6 active=3 failed=0 | elapsed=35.6s
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000002 planned=0.8963 actual=0.8963 delta=+0.0000 server_cached_prompt_tokens=14816 server_prompt_tokens=16531
sessions 0/25 | steps 4/125 completed=4 submitted=6 active=2 failed=0 | elapsed=36.1s
sessions 0/25 | steps 4/125 completed=4 submitted=7 active=3 failed=0 | elapsed=36.6s
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000001 planned=0.8645 actual=0.8645 delta=+0.0000 server_cached_prompt_tokens=16820 server_prompt_tokens=19456
sessions 0/25 | steps 5/125 completed=5 submitted=7 active=2 failed=0 | elapsed=37.1s
sessions 0/25 | steps 5/125 completed=5 submitted=7 active=2 failed=0 | elapsed=37.6s
sessions 0/25 | steps 5/125 completed=5 submitted=7 active=2 failed=0 | elapsed=38.1s
sessions 0/25 | steps 5/125 completed=5 submitted=7 active=2 failed=0 | elapsed=38.6s
sessions 0/25 | steps 5/125 completed=5 submitted=7 active=2 failed=0 | elapsed=39.1s
sessions 0/25 | steps 5/125 completed=5 submitted=7 active=2 failed=0 | elapsed=39.6s
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000003 planned=0.9501 actual=0.9501 delta=+0.0000 server_cached_prompt_tokens=16525 server_prompt_tokens=17392
sessions 0/25 | steps 6/125 completed=6 submitted=8 active=2 failed=0 | elapsed=40.1s
prefix hit rate | request_id=claude:03a507f2-0448-911c-45b1-bf9ffb711f09_round_000004 planned=0.9809 actual=0.9809 delta=+0.0000 server_cached_prompt_tokens=17388 server_prompt_tokens=17727
sessions 1/25 | steps 7/125 completed=7 submitted=8 active=1 failed=0 | elapsed=40.6s
sessions 1/25 | steps 7/125 completed=7 submitted=8 active=1 failed=0 | elapsed=41.1s
sessions 1/25 | steps 7/125 completed=7 submitted=9 active=2 failed=0 | elapsed=41.6s
sessions 1/25 | steps 7/125 completed=7 submitted=9 active=2 failed=0 | elapsed=42.1s
sessions 1/25 | steps 7/125 completed=7 submitted=9 active=2 failed=0 | elapsed=42.6s
sessions 1/25 | steps 7/125 completed=7 submitted=9 active=2 failed=0 | elapsed=43.1s
sessions 1/25 | steps 7/125 completed=7 submitted=9 active=2 failed=0 | elapsed=43.6s
prefix hit rate | request_id=claude:03e8c8c3-42b0-999a-6eee-5cb9e7f3991e_round_000000 planned=0.7897 actual=0.0000 delta=-0.7897 server_cached_prompt_tokens=0 server_prompt_tokens=34486
sessions 1/25 | steps 8/125 completed=8 submitted=9 active=1 failed=0 | elapsed=44.1s
sessions 1/25 | steps 8/125 completed=8 submitted=9 active=1 failed=0 | elapsed=44.6s
sessions 1/25 | steps 8/125 completed=8 submitted=9 active=1 failed=0 | elapsed=45.1s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=45.6s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=46.1s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=46.6s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=47.1s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=47.6s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=48.1s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=48.6s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=49.1s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=49.6s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=50.1s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=50.6s
sessions 1/25 | steps 8/125 completed=8 submitted=10 active=2 failed=0 | elapsed=51.1s
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000002 planned=0.8840 actual=0.8840 delta=+0.0000 server_cached_prompt_tokens=19454 server_prompt_tokens=22007
sessions 1/25 | steps 9/125 completed=9 submitted=10 active=1 failed=0 | elapsed=51.6s
sessions 1/25 | steps 9/125 completed=9 submitted=10 active=1 failed=0 | elapsed=52.1s
prefix hit rate | request_id=claude:03e8c8c3-42b0-999a-6eee-5cb9e7f3991e_round_000001 planned=0.8497 actual=0.8497 delta=+0.0000 server_cached_prompt_tokens=29917 server_prompt_tokens=35208
sessions 1/25 | steps 10/125 completed=10 submitted=11 active=1 failed=0 | elapsed=52.6s
sessions 1/25 | steps 10/125 completed=10 submitted=11 active=1 failed=0 | elapsed=53.1s
sessions 1/25 | steps 10/125 completed=10 submitted=11 active=1 failed=0 | elapsed=53.6s
sessions 1/25 | steps 10/125 completed=10 submitted=11 active=1 failed=0 | elapsed=54.1s
sessions 1/25 | steps 10/125 completed=10 submitted=11 active=1 failed=0 | elapsed=54.6s
sessions 1/25 | steps 10/125 completed=10 submitted=11 active=1 failed=0 | elapsed=55.1s
sessions 1/25 | steps 10/125 completed=10 submitted=11 active=1 failed=0 | elapsed=55.6s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=56.1s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=56.6s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=57.1s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=57.6s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=58.1s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=58.7s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=59.2s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=59.7s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=60.2s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=60.7s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=61.2s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=61.7s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=62.2s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=62.7s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=63.2s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=63.7s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=64.2s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=64.7s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=65.2s
sessions 1/25 | steps 10/125 completed=10 submitted=12 active=2 failed=0 | elapsed=65.7s
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000003 planned=0.9738 actual=0.9738 delta=+0.0000 server_cached_prompt_tokens=22005 server_prompt_tokens=22598
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=66.2s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=66.7s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=67.2s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=67.7s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=68.2s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=68.7s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=69.2s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=69.7s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=70.2s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=70.7s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=71.2s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=71.7s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=72.2s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=72.7s
sessions 1/25 | steps 11/125 completed=11 submitted=12 active=1 failed=0 | elapsed=73.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=73.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=74.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=74.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=75.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=75.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=76.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=76.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=77.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=77.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=78.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=78.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=79.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=79.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=80.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=80.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=81.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=81.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=82.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=82.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=83.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=83.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=84.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=84.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=85.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=85.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=86.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=86.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=87.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=87.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=88.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=88.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=89.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=89.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=90.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=90.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=91.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=91.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=92.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=92.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=93.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=93.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=94.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=94.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=95.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=95.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=96.2s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=96.7s
sessions 1/25 | steps 11/125 completed=11 submitted=13 active=2 failed=0 | elapsed=97.2s
prefix hit rate | request_id=claude:03e8c8c3-42b0-999a-6eee-5cb9e7f3991e_round_000002 planned=0.9277 actual=0.9277 delta=+0.0000 server_cached_prompt_tokens=35206 server_prompt_tokens=37948
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=97.7s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=98.2s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=98.7s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=99.2s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=99.8s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=100.3s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=100.8s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=101.3s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=101.8s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=102.3s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=102.8s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=103.3s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=103.8s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=104.3s
sessions 1/25 | steps 12/125 completed=12 submitted=13 active=1 failed=0 | elapsed=104.8s
prefix hit rate | request_id=claude:00a24909-986f-18d3-c090-ab9e0603a55e_round_000004 planned=0.8947 actual=0.8947 delta=+0.0000 server_cached_prompt_tokens=22596 server_prompt_tokens=25256
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=105.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=105.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=106.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=106.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=107.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=107.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=108.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=108.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=109.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=109.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=110.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=110.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=111.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=111.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=112.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=112.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=113.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=113.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=114.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=114.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=115.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=115.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=116.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=116.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=117.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=117.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=118.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=118.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=119.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=119.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=120.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=120.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=121.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=121.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=122.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=122.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=123.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=123.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=124.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=124.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=125.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=125.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=126.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=126.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=127.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=127.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=128.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=128.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=129.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=129.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=130.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=130.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=131.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=131.8s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=132.3s
sessions 2/25 | steps 13/125 completed=13 submitted=13 active=0 failed=0 | elapsed=132.8s
